n,alpha,beta,log_Z_exact,log_Z_bridge,bridge_rel_err,bridge_seconds,log_Z_ti,ti_rel_err,ti_seconds,exact_seconds
6,0.5,2.0,0.11927247092657904,0.4241668073676301,2.5562842294827273,0.011570453643798828,0.0356927180094706,0.7007463857150902,0.09444236755371094,0.0030455589294433594
