alpha,beta,Z,E_d,E_dot_d
0.1,0.05,6433.976933590434,10.445708783546337,-0.0
0.1,0.11724137931034483,3240.927580496522,9.948908234758136,-0.0
0.1,0.18448275862068964,1688.4635402666752,9.443963873501104,-0.0
0.1,0.2517241379310345,910.2242377710609,8.933386736842408,-0.0
0.1,0.3189655172413793,507.88358850622103,8.419938156967177,-0.0
0.1,0.3862068965517241,293.34593189995746,7.90657915863413,-0.0
0.1,0.45344827586206893,175.36724763576237,7.396405683479656,-0.0
0.1,0.5206896551724138,108.47518214162834,6.892571917749279,-0.0
0.1,0.5879310344827586,69.38966697075246,6.398205346247464,-0.0
0.1,0.6551724137931034,45.86917124958941,5.91631828559258,-0.0
0.1,0.7224137931034482,31.304198968557245,5.449721356765024,-0.0
0.1,0.7896551724137931,22.032089474270037,5.0009445025311905,-0.0
0.1,0.8568965517241379,15.970811689850233,4.572170670535947,-0.0
0.1,0.9241379310344827,11.907079928910592,4.165186208027194,-0.0
0.1,0.9913793103448276,9.116608642990373,3.781350500231539,-0.0
0.1,1.0586206896551724,7.156828155342841,3.4215856515307226,-0.0
0.1,1.1258620689655172,5.751166550603479,3.0863852997220493,-0.0
0.1,1.193103448275862,4.72301982266809,2.775840204116697,-0.0
0.1,1.2603448275862068,3.9572658030116905,2.4896772037763526,-0.0
0.1,1.3275862068965516,3.3773663984238804,2.2273075917511598,-0.0
0.1,1.3948275862068964,2.9314713744432574,1.9878808691031755,-0.0
0.1,1.4620689655172414,2.583822440632702,1.7703401551438789,-0.0
0.1,1.5293103448275862,2.3093375903227487,1.573476121713435,-0.0
0.1,1.596551724137931,2.090138588856842,1.395977052787156,-0.0
0.1,1.6637931034482758,1.9132866478622697,1.236473400845206,-0.0
0.1,1.7310344827586206,1.7692820136486997,1.093575925098511,-0.0
0.1,1.7982758620689654,1.6510543935046482,0.9659070986156592,-0.0
0.1,1.8655172413793102,1.5532736525481272,0.8521259373672762,-0.0
0.1,1.9327586206896552,1.4718725850110552,0.7509467323613127,-0.0
0.1,2.0,1.4037121035776974,0.6611523658273111,-0.0
0.17435897435897435,0.05,6433.976933590434,10.445708783546337,-0.0
0.17435897435897435,0.11724137931034483,3240.927580496522,9.948908234758136,-0.0
0.17435897435897435,0.18448275862068964,1688.4635402666752,9.443963873501104,-0.0
0.17435897435897435,0.2517241379310345,910.2242377710609,8.933386736842408,-0.0
0.17435897435897435,0.3189655172413793,507.88358850622103,8.419938156967177,-0.0
0.17435897435897435,0.3862068965517241,293.34593189995746,7.90657915863413,-0.0
0.17435897435897435,0.45344827586206893,175.36724763576237,7.396405683479656,-0.0
0.17435897435897435,0.5206896551724138,108.47518214162834,6.892571917749279,-0.0
0.17435897435897435,0.5879310344827586,69.38966697075246,6.398205346247464,-0.0
0.17435897435897435,0.6551724137931034,45.86917124958941,5.91631828559258,-0.0
0.17435897435897435,0.7224137931034482,31.304198968557245,5.449721356765024,-0.0
0.17435897435897435,0.7896551724137931,22.032089474270037,5.0009445025311905,-0.0
0.17435897435897435,0.8568965517241379,15.970811689850233,4.572170670535947,-0.0
0.17435897435897435,0.9241379310344827,11.907079928910592,4.165186208027194,-0.0
0.17435897435897435,0.9913793103448276,9.116608642990373,3.781350500231539,-0.0
0.17435897435897435,1.0586206896551724,7.156828155342841,3.4215856515307226,-0.0
0.17435897435897435,1.1258620689655172,5.751166550603479,3.0863852997220493,-0.0
0.17435897435897435,1.193103448275862,4.72301982266809,2.775840204116697,-0.0
0.17435897435897435,1.2603448275862068,3.9572658030116905,2.4896772037763526,-0.0
0.17435897435897435,1.3275862068965516,3.3773663984238804,2.2273075917511598,-0.0
0.17435897435897435,1.3948275862068964,2.9314713744432574,1.9878808691031755,-0.0
0.17435897435897435,1.4620689655172414,2.583822440632702,1.7703401551438789,-0.0
0.17435897435897435,1.5293103448275862,2.3093375903227487,1.573476121713435,-0.0
0.17435897435897435,1.596551724137931,2.090138588856842,1.395977052787156,-0.0
0.17435897435897435,1.6637931034482758,1.9132866478622697,1.236473400845206,-0.0
0.17435897435897435,1.7310344827586206,1.7692820136486997,1.093575925098511,-0.0
0.17435897435897435,1.7982758620689654,1.6510543935046482,0.9659070986156592,-0.0
0.17435897435897435,1.8655172413793102,1.5532736525481272,0.8521259373672762,-0.0
0.17435897435897435,1.9327586206896552,1.4718725850110552,0.7509467323613127,-0.0
0.17435897435897435,2.0,1.4037121035776974,0.6611523658273111,-0.0
0.24871794871794872,0.05,6433.976933590434,10.445708783546337,-0.0
0.24871794871794872,0.11724137931034483,3240.927580496522,9.948908234758136,-0.0
0.24871794871794872,0.18448275862068964,1688.4635402666752,9.443963873501104,-0.0
0.24871794871794872,0.2517241379310345,910.2242377710609,8.933386736842408,-0.0
0.24871794871794872,0.3189655172413793,507.88358850622103,8.419938156967177,-0.0
0.24871794871794872,0.3862068965517241,293.34593189995746,7.90657915863413,-0.0
0.24871794871794872,0.45344827586206893,175.36724763576237,7.396405683479656,-0.0
0.24871794871794872,0.5206896551724138,108.47518214162834,6.892571917749279,-0.0
0.24871794871794872,0.5879310344827586,69.38966697075246,6.398205346247464,-0.0
0.24871794871794872,0.6551724137931034,45.86917124958941,5.91631828559258,-0.0
0.24871794871794872,0.7224137931034482,31.304198968557245,5.449721356765024,-0.0
0.24871794871794872,0.7896551724137931,22.032089474270037,5.0009445025311905,-0.0
0.24871794871794872,0.8568965517241379,15.970811689850233,4.572170670535947,-0.0
0.24871794871794872,0.9241379310344827,11.907079928910592,4.165186208027194,-0.0
0.24871794871794872,0.9913793103448276,9.116608642990373,3.781350500231539,-0.0
0.24871794871794872,1.0586206896551724,7.156828155342841,3.4215856515307226,-0.0
0.24871794871794872,1.1258620689655172,5.751166550603479,3.0863852997220493,-0.0
0.24871794871794872,1.193103448275862,4.72301982266809,2.775840204116697,-0.0
0.24871794871794872,1.2603448275862068,3.9572658030116905,2.4896772037763526,-0.0
0.24871794871794872,1.3275862068965516,3.3773663984238804,2.2273075917511598,-0.0
0.24871794871794872,1.3948275862068964,2.9314713744432574,1.9878808691031755,-0.0
0.24871794871794872,1.4620689655172414,2.583822440632702,1.7703401551438789,-0.0
0.24871794871794872,1.5293103448275862,2.3093375903227487,1.573476121713435,-0.0
0.24871794871794872,1.596551724137931,2.090138588856842,1.395977052787156,-0.0
0.24871794871794872,1.6637931034482758,1.9132866478622697,1.236473400845206,-0.0
0.24871794871794872,1.7310344827586206,1.7692820136486997,1.093575925098511,-0.0
0.24871794871794872,1.7982758620689654,1.6510543935046482,0.9659070986156592,-0.0
0.24871794871794872,1.8655172413793102,1.5532736525481272,0.8521259373672762,-0.0
0.24871794871794872,1.9327586206896552,1.4718725850110552,0.7509467323613127,-0.0
0.24871794871794872,2.0,1.4037121035776974,0.6611523658273111,-0.0
0.32307692307692304,0.05,6433.976933590434,10.445708783546337,-0.0
0.32307692307692304,0.11724137931034483,3240.927580496522,9.948908234758136,-0.0
0.32307692307692304,0.18448275862068964,1688.4635402666752,9.443963873501104,-0.0
0.32307692307692304,0.2517241379310345,910.2242377710609,8.933386736842408,-0.0
0.32307692307692304,0.3189655172413793,507.88358850622103,8.419938156967177,-0.0
0.32307692307692304,0.3862068965517241,293.34593189995746,7.90657915863413,-0.0
0.32307692307692304,0.45344827586206893,175.36724763576237,7.396405683479656,-0.0
0.32307692307692304,0.5206896551724138,108.47518214162834,6.892571917749279,-0.0
0.32307692307692304,0.5879310344827586,69.38966697075246,6.398205346247464,-0.0
0.32307692307692304,0.6551724137931034,45.86917124958941,5.91631828559258,-0.0
0.32307692307692304,0.7224137931034482,31.304198968557245,5.449721356765024,-0.0
0.32307692307692304,0.7896551724137931,22.032089474270037,5.0009445025311905,-0.0
0.32307692307692304,0.8568965517241379,15.970811689850233,4.572170670535947,-0.0
0.32307692307692304,0.9241379310344827,11.907079928910592,4.165186208027194,-0.0
0.32307692307692304,0.9913793103448276,9.116608642990373,3.781350500231539,-0.0
0.32307692307692304,1.0586206896551724,7.156828155342841,3.4215856515307226,-0.0
0.32307692307692304,1.1258620689655172,5.751166550603479,3.0863852997220493,-0.0
0.32307692307692304,1.193103448275862,4.72301982266809,2.775840204116697,-0.0
0.32307692307692304,1.2603448275862068,3.9572658030116905,2.4896772037763526,-0.0
0.32307692307692304,1.3275862068965516,3.3773663984238804,2.2273075917511598,-0.0
0.32307692307692304,1.3948275862068964,2.9314713744432574,1.9878808691031755,-0.0
0.32307692307692304,1.4620689655172414,2.583822440632702,1.7703401551438789,-0.0
0.32307692307692304,1.5293103448275862,2.3093375903227487,1.573476121713435,-0.0
0.32307692307692304,1.596551724137931,2.090138588856842,1.395977052787156,-0.0
0.32307692307692304,1.6637931034482758,1.9132866478622697,1.236473400845206,-0.0
0.32307692307692304,1.7310344827586206,1.7692820136486997,1.093575925098511,-0.0
0.32307692307692304,1.7982758620689654,1.6510543935046482,0.9659070986156592,-0.0
0.32307692307692304,1.8655172413793102,1.5532736525481272,0.8521259373672762,-0.0
0.32307692307692304,1.9327586206896552,1.4718725850110552,0.7509467323613127,-0.0
0.32307692307692304,2.0,1.4037121035776974,0.6611523658273111,-0.0
0.39743589743589747,0.05,6433.976933590434,10.445708783546337,-0.0
0.39743589743589747,0.11724137931034483,3240.927580496522,9.948908234758136,-0.0
0.39743589743589747,0.18448275862068964,1688.4635402666752,9.443963873501104,-0.0
0.39743589743589747,0.2517241379310345,910.2242377710609,8.933386736842408,-0.0
0.39743589743589747,0.3189655172413793,507.88358850622103,8.419938156967177,-0.0
0.39743589743589747,0.3862068965517241,293.34593189995746,7.90657915863413,-0.0
0.39743589743589747,0.45344827586206893,175.36724763576237,7.396405683479656,-0.0
0.39743589743589747,0.5206896551724138,108.47518214162834,6.892571917749279,-0.0
0.39743589743589747,0.5879310344827586,69.38966697075246,6.398205346247464,-0.0
0.39743589743589747,0.6551724137931034,45.86917124958941,5.91631828559258,-0.0
0.39743589743589747,0.7224137931034482,31.304198968557245,5.449721356765024,-0.0
0.39743589743589747,0.7896551724137931,22.032089474270037,5.0009445025311905,-0.0
0.39743589743589747,0.8568965517241379,15.970811689850233,4.572170670535947,-0.0
0.39743589743589747,0.9241379310344827,11.907079928910592,4.165186208027194,-0.0
0.39743589743589747,0.9913793103448276,9.116608642990373,3.781350500231539,-0.0
0.39743589743589747,1.0586206896551724,7.156828155342841,3.4215856515307226,-0.0
0.39743589743589747,1.1258620689655172,5.751166550603479,3.0863852997220493,-0.0
0.39743589743589747,1.193103448275862,4.72301982266809,2.775840204116697,-0.0
0.39743589743589747,1.2603448275862068,3.9572658030116905,2.4896772037763526,-0.0
0.39743589743589747,1.3275862068965516,3.3773663984238804,2.2273075917511598,-0.0
0.39743589743589747,1.3948275862068964,2.9314713744432574,1.9878808691031755,-0.0
0.39743589743589747,1.4620689655172414,2.583822440632702,1.7703401551438789,-0.0
0.39743589743589747,1.5293103448275862,2.3093375903227487,1.573476121713435,-0.0
0.39743589743589747,1.596551724137931,2.090138588856842,1.395977052787156,-0.0
0.39743589743589747,1.6637931034482758,1.9132866478622697,1.236473400845206,-0.0
0.39743589743589747,1.7310344827586206,1.7692820136486997,1.093575925098511,-0.0
0.39743589743589747,1.7982758620689654,1.6510543935046482,0.9659070986156592,-0.0
0.39743589743589747,1.8655172413793102,1.5532736525481272,0.8521259373672762,-0.0
0.39743589743589747,1.9327586206896552,1.4718725850110552,0.7509467323613127,-0.0
0.39743589743589747,2.0,1.4037121035776974,0.6611523658273111,-0.0
0.4717948717948718,0.05,6433.976933590434,10.445708783546337,-0.0
0.4717948717948718,0.11724137931034483,3240.927580496522,9.948908234758136,-0.0
0.4717948717948718,0.18448275862068964,1688.4635402666752,9.443963873501104,-0.0
0.4717948717948718,0.2517241379310345,910.2242377710609,8.933386736842408,-0.0
0.4717948717948718,0.3189655172413793,507.88358850622103,8.419938156967177,-0.0
0.4717948717948718,0.3862068965517241,293.34593189995746,7.90657915863413,-0.0
0.4717948717948718,0.45344827586206893,175.36724763576237,7.396405683479656,-0.0
0.4717948717948718,0.5206896551724138,108.47518214162834,6.892571917749279,-0.0
0.4717948717948718,0.5879310344827586,69.38966697075246,6.398205346247464,-0.0
0.4717948717948718,0.6551724137931034,45.86917124958941,5.91631828559258,-0.0
0.4717948717948718,0.7224137931034482,31.304198968557245,5.449721356765024,-0.0
0.4717948717948718,0.7896551724137931,22.032089474270037,5.0009445025311905,-0.0
0.4717948717948718,0.8568965517241379,15.970811689850233,4.572170670535947,-0.0
0.4717948717948718,0.9241379310344827,11.907079928910592,4.165186208027194,-0.0
0.4717948717948718,0.9913793103448276,9.116608642990373,3.781350500231539,-0.0
0.4717948717948718,1.0586206896551724,7.156828155342841,3.4215856515307226,-0.0
0.4717948717948718,1.1258620689655172,5.751166550603479,3.0863852997220493,-0.0
0.4717948717948718,1.193103448275862,4.72301982266809,2.775840204116697,-0.0
0.4717948717948718,1.2603448275862068,3.9572658030116905,2.4896772037763526,-0.0
0.4717948717948718,1.3275862068965516,3.3773663984238804,2.2273075917511598,-0.0
0.4717948717948718,1.3948275862068964,2.9314713744432574,1.9878808691031755,-0.0
0.4717948717948718,1.4620689655172414,2.583822440632702,1.7703401551438789,-0.0
0.4717948717948718,1.5293103448275862,2.3093375903227487,1.573476121713435,-0.0
0.4717948717948718,1.596551724137931,2.090138588856842,1.395977052787156,-0.0
0.4717948717948718,1.6637931034482758,1.9132866478622697,1.236473400845206,-0.0
0.4717948717948718,1.7310344827586206,1.7692820136486997,1.093575925098511,-0.0
0.4717948717948718,1.7982758620689654,1.6510543935046482,0.9659070986156592,-0.0
0.4717948717948718,1.8655172413793102,1.5532736525481272,0.8521259373672762,-0.0
0.4717948717948718,1.9327586206896552,1.4718725850110552,0.7509467323613127,-0.0
0.4717948717948718,2.0,1.4037121035776974,0.6611523658273111,-0.0
0.5461538461538461,0.05,6433.976933590434,10.445708783546337,-0.0
0.5461538461538461,0.11724137931034483,3240.927580496522,9.948908234758136,-0.0
0.5461538461538461,0.18448275862068964,1688.4635402666752,9.443963873501104,-0.0
0.5461538461538461,0.2517241379310345,910.2242377710609,8.933386736842408,-0.0
0.5461538461538461,0.3189655172413793,507.88358850622103,8.419938156967177,-0.0
0.5461538461538461,0.3862068965517241,293.34593189995746,7.90657915863413,-0.0
0.5461538461538461,0.45344827586206893,175.36724763576237,7.396405683479656,-0.0
0.5461538461538461,0.5206896551724138,108.47518214162834,6.892571917749279,-0.0
0.5461538461538461,0.5879310344827586,69.38966697075246,6.398205346247464,-0.0
0.5461538461538461,0.6551724137931034,45.86917124958941,5.91631828559258,-0.0
0.5461538461538461,0.7224137931034482,31.304198968557245,5.449721356765024,-0.0
0.5461538461538461,0.7896551724137931,22.032089474270037,5.0009445025311905,-0.0
0.5461538461538461,0.8568965517241379,15.970811689850233,4.572170670535947,-0.0
0.5461538461538461,0.9241379310344827,11.907079928910592,4.165186208027194,-0.0
