alpha,beta,Z,E_d,E_dot_d
0.1,0.05,2.4479590400807016e+62,98.28862555139038,94.05460730249615
0.1,0.11724137931034483,3.402969905467334e+59,97.36426257518359,92.89838380510672
0.1,0.18448275862068964,5.045594991617085e+56,96.37006038758499,91.6788063176508
0.1,0.2517241379310345,8.0184040037275e+53,95.30035810598746,90.39096191494525
0.1,0.3189655172413793,1.3730248496111565e+51,94.14898029334039,89.02949343807352
0.1,0.3862068965517241,2.547803644985778e+48,92.90918054745133,87.58855100042342
0.1,0.45344827586206893,5.1551211930841995e+45,91.57357966955713,86.06173975337747
0.1,0.5206896551724138,1.1450144719870745e+43,90.13409981477592,84.44206594049318
0.1,0.5879310344827586,2.8121789649956375e+40,88.58189779132884,82.72188503594107
0.1,0.6551724137931034,7.697783848825651e+37,86.90730348064334,80.89285868934618
0.1,0.7224137931034482,2.368673472509089e+35,85.0997738012893,78.94593158280345
0.1,0.7896551724137931,8.270051433455361e+32,83.14787930387979,76.87134571534396
0.1,0.8568965517241379,3.309541332488709e+30,81.03935010623786,74.65871854631854
0.1,0.9241379310344827,1.5347796210682102e+28,78.76122109848893,72.29722332629837
0.1,0.9913793103448276,8.346227713547176e+25,76.3001332447999,69.7759243964514
0.1,1.0586206896551724,5.390605252635944e+23,73.64286719848678,67.08433580313458
0.1,1.1258620689655172,4.1917853989579847e+21,70.77720334898174,64.21328394052972
0.1,1.193103448275862,3.981191223205102e+19,67.69321048274435,61.15615593149852
0.1,1.2603448275862068,4.6876279596072403e+17,64.38504815591273,57.91059111506947
0.1,1.3275862068965516,6946658331709711.0,60.853303945052055,54.48060464424309
0.1,1.3948275862068964,131490321394834.81,57.10775186287264,50.87900132307745
0.1,1.4620689655172414,3223031171173.7734,53.17020104502745,47.1297403997489
0.1,1.5293103448275862,103515086904.76297,49.07683195103373,43.26968148387608
0.1,1.596551724137931,4394869662.59822,44.879185602120224,39.34897044007891
0.1,1.6637931034482758,247861197.8670087,40.642942835944496,35.429356415231354
0.1,1.7310344827586206,18570710.476713013,36.443969723443104,31.580096248131706
0.1,1.7982758620689654,1838888.3889874055,32.36184058188485,27.87179236088019
0.1,1.8655172413793102,238153.04209738222,28.4719530760924,24.369289324219185
0.1,1.9327586206896552,39732.938229076295,24.83798280774607,21.12522878173176
0.1,2.0,8379.93662291223,21.506406086135854,18.175729943248342
0.17435897435897435,0.05,1.6966497149782489e+62,105.54603846202325,103.29750759296985
0.17435897435897435,0.11724137931034483,1.4580258026248331e+59,104.40993523275209,101.66893410378044
0.17435897435897435,0.18448275862068964,1.356297699894971e+56,103.18776026139174,99.96385692027609
0.17435897435897435,0.2517241379310345,1.3739814883689104e+53,101.87215973118667,98.1763502508086
0.17435897435897435,0.3189655172413793,1.5257627759173373e+50,100.45506533700176,96.29991536259412
0.17435897435897435,0.3862068965517241,1.870530149884878e+47,98.92761117598069,94.32741355798669
0.17435897435897435,0.45344827586206893,2.551390288989753e+44,97.28004415734402,92.25099627420794
0.17435897435897435,0.5206896551724138,3.904679436918386e+41,95.50163214626649,90.0620377957496
0.17435897435897435,0.5879310344827586,6.766759609664118e+38,93.58057831860832,87.75108053458229
0.17435897435897435,0.6551724137931034,1.3412644978699902e+36,91.50395692358869,85.30780942416975
0.17435897435897435,0.7224137931034482,3.0741999678750203e+33,89.2576959969915,82.72108203175158
0.17435897435897435,0.7896551724137931,8.245299853712815e+30,86.82664761110459,79.9790548257844
0.17435897435897435,0.8568965517241379,2.6215958877812427e+28,84.19480707431148,77.0694643172576
0.17435897435897435,0.9241379310344827,1.002104473897516e+26,81.34576891443146,73.98014361591106
0.17435897435897435,0.9913793103448276,4.675486820285459e+23,78.26353698199284,70.69987685775419
0.17435897435897435,1.0586206896551724,2.7060253105505614e+21,74.93383068748471,67.21970760522397
0.17435897435897435,1.1258620689655172,1.9761586556106273e+19,71.34603283631691,63.53480683264385
0.17435897435897435,1.193103448275862,1.853169812950611e+17,67.49587860106487,59.64694639335248
0.17435897435897435,1.2603448275862068,2271024268450805.5,63.38885169157037,55.56748412509496
0.17435897435897435,1.3275862068965516,36983020950023.65,59.04399829574913,51.320525047401965
0.17435897435897435,1.3948275862068964,812305251294.5876,54.49749493742217,46.945597538574454
0.17435897435897435,1.4620689655172414,24349946694.62342,49.80490493267097,42.49887375242244
0.17435897435897435,1.5293103448275862,1003595200.0317833,45.040844368315895,38.051868871688534
0.17435897435897435,1.596551724137931,56977963.49788031,40.2950379664091,33.68690712204152
0.17435897435897435,1.6637931034482758,4436063.234089645,35.66464236701705,29.489531527425168
0.17435897435897435,1.7310344827586206,468449.3393856379,31.244044395428713,25.539204240242963
0.17435897435897435,1.7982758620689654,65969.86123857631,27.11447990915161,21.900508715342642
0.17435897435897435,1.8655172413793102,12123.045082117567,23.336068733037504,18.61706123987114
0.17435897435897435,1.9327586206896552,2835.508021436673,19.944004009353478,15.709391386900078
0.17435897435897435,2.0,822.0658411601421,16.949146433198337,13.176677675197366
0.24871794871794872,0.05,1.1342830423992909e+62,113.49499631307934,113.46383126920043
0.24871794871794872,0.11724137931034483,5.767742959391952e+58,112.06531115846018,111.21836494965008
0.24871794871794872,0.18448275862068964,3.2401221186830055e+55,110.53000216989516,108.88089689115397
0.24871794871794872,0.2517241379310345,2.0258478594864942e+52,108.87970860906647,106.44458037197806
0.24871794871794872,0.3189655172413793,1.4211777974762687e+49,107.10410077052755,103.90185541320928
0.24871794871794872,0.3862068965517241,1.1285207473226586e+46,105.19176143475305,101.2443597569706
0.24871794871794872,0.45344827586206893,1.0241520276218174e+43,103.13006247741895,98.46284262262529
0.24871794871794872,0.5206896551724138,1.0734335268031151e+40,100.90504814996847,95.54709515974807
0.24871794871794872,0.5879310344827586,1.3144131317232017e+37,98.50134649624918,92.4859219119675
0.24871794871794872,0.6551724137931034,1.9041220271330563e+34,95.90214578736321,89.26719228737947
0.24871794871794872,0.7224137931034482,3.308528784749403e+31,93.08929559495026,85.87803204859526
0.24871794871794872,0.7896551724137931,6.9995399020116745e+28,90.04362358382421,82.30524175690574
0.24871794871794872,0.8568965517241379,1.8326645038352366e+26,86.745598658311,78.5360603685172
0.24871794871794872,0.9241379310344827,6.043962978818916e+23,83.17651365352674,74.55942071691794
0.24871794871794872,0.9913793103448276,2.558259192362937e+21,79.32039149594061,70.36785378101948
0.24871794871794872,1.0586206896551724,1.4174356968785748e+19,75.16680812962306,65.96016235676656
0.24871794871794872,1.1258620689655172,1.0488860339607526e+17,70.71472468034301,61.344860067444706
0.24871794871794872,1.193103448275862,1057271226413833.6,65.97717017946536,56.544114457806806
0.24871794871794872,1.2603448275862068,14784218177506.418,60.9861753664731,51.597529567625706
0.24871794871794872,1.3275862068965516,291219801444.2125,55.79677800078286,46.56463121968102
0.24871794871794872,1.3948275862068964,8168569293.700767,50.488422622052546,41.52460345504822
0.24871794871794872,1.4620689655172414,327807067.8696198,45.16206481017803,36.57201667075588
0.24871794871794872,1.5293103448275862,18772055.887440965,39.9321516811213,31.808255997250587
0.24871794871794872,1.596551724137931,1518123.6173559993,34.91436988101171,27.329951505845536
0.24871794871794872,1.6637931034482758,170316.36194178092,30.211919844447262,23.217194040922497
0.24871794871794872,1.7310344827586206,25877.721196517665,25.903973092855633,19.524739174481542
0.24871794871794872,1.7982758620689654,5176.155772049443,22.03922222712151,16.27835575393884
0.24871794871794872,1.8655172413793102,1321.9855689950234,18.635445533421446,13.476539973474583
0.24871794871794872,1.9327586206896552,418.0160405135884,15.683957451129158,11.096100848819098
0.24871794871794872,2.0,158.8802543924579,13.15670358055243,9.09940341109472
0.32307692307692304,0.05,7.288410858656431e+61,122.19829794304358,124.63870200463131
0.32307692307692304,0.11724137931034483,2.0919197236348775e+58,120.36860413786597,121.59152004354675
0.32307692307692304,0.18448275862068964,6.819380917688763e+54,118.40995909579986,118.43494198691688
0.32307692307692304,0.2517241379310345,2.5477982415510517e+51,116.31074741558221,115.1615899920923
0.32307692307692304,0.3189655172413793,1.1017806993997187e+48,114.05807283040302,111.76323436397735
0.32307692307692304,0.3862068965517241,5.5747128874141176e+44,111.6375958055471,108.23068188165713
0.32307692307692304,0.45344827586206893,3.3394581214493193e+41,109.03337660508326,104.55368455286985
0.32307692307692304,0.5206896551724138,2.399247180578604e+38,106.22775305577646,100.72090303848252
0.32307692307692304,0.5879310344827586,2.096912709026448e+35,103.20130460073072,96.71998075418907
0.32307692307692304,0.6551724137931034,2.2643544390387202e+32,99.93298738137922,92.53781502471568
0.32307692307692304,0.7224137931034482,3.072931734650814e+29,96.40057090294361,88.16115015164306
0.32307692307692304,0.7896551724137931,5.33884903527477e+26,92.5815636648508,83.57765975535722
0.32307692307692304,0.8568965517241379,1.2114678584557557e+24,88.45487323583255,78.77771938938835
0.32307692307692304,0.9241379310344827,3.6676967202152566e+21,84.00347998680502,73.7570679416533
0.32307692307692304,0.9913793103448276,1.5147164837454432e+19,79.21836265438742,68.52047094513557
0.32307692307692304,1.0586206896551724,8.726686646094269e+16,74.10372007257138,63.08626699673337
0.32307692307692304,1.1258620689655172,716607597005272.6,68.68310106860065,57.49124640996827
0.32307692307692304,1.193103448275862,8549036297885.769,63.00535811369911,51.79470153707281
0.32307692307692304,1.2603448275862068,150382970419.25696,57.1485349352585,46.07989824141275
0.32307692307692304,1.3275862068965516,3934251239.228726,51.21932448197696,40.45107183695709
0.32307692307692304,1.3948275862068964,153173853.49653104,45.34622344607441,35.02484774303972
0.32307692307692304,1.4620689655172414,8800897.94998238,39.66633217666882,29.916860515729798
0.32307692307692304,1.5293103448275862,733374.1951110915,34.308394967030864,25.226603046376784
0.32307692307692304,1.596551724137931,86413.24864779282,29.376686812021543,21.02481295944554
0.32307692307692304,1.6637931034482758,13955.40787480072,24.940294193864784,17.34696111377516
0.32307692307692304,1.7310344827586206,2984.0495643268205,21.030105711616898,14.193966340858918
0.32307692307692304,1.7982758620689654,815.4137887452268,17.642838723430643,11.538622985857083
0.32307692307692304,1.8655172413793102,275.1451167493619,14.74938634160594,9.33480854082311
0.32307692307692304,1.9327586206896552,111.06332178710619,12.30438325223737,7.52666732706846
0.32307692307692304,2.0,52.12837188386051,10.254720698199549,6.056016702105093
0.39743589743589747,0.05,4.4835887136864503e+61,131.72274001078677,136.9122965684255
0.39743589743589747,0.11724137931034483,6.905371527774418e+57,129.3553450935292,132.82780792255767
