alpha,beta,Z,E_d,E_dot_d
0.1,0.05,1499.9403266628663,7.374696121242862,2.2772557306538483
0.1,0.11724137931034483,920.0140442677936,7.161637343422455,2.203431368122236
0.1,0.18448275862068964,572.6905663728573,6.936016270264743,2.1263565818180807
0.1,0.2517241379310345,362.0911055340532,6.697841659564218,2.0460797151665755
0.1,0.3189655172413793,232.72983248174148,6.447319038027643,1.9627044808716338
0.1,0.3862068965517241,152.18695746927963,6.184886529148058,1.876399165363323
0.1,0.45344827586206893,101.32863346064613,5.911248950507541,1.7874052571854664
0.1,0.5206896551724138,68.74318729977952,5.627407048081067,1.6960446529743647
0.1,0.5879310344827586,47.549879054734454,5.3346780181096065,1.6027244070855002
0.1,0.6551724137931034,33.55272452325542,5.034703013429009,1.5079378811376716
0.1,0.7224137931034482,24.162873263230264,4.729437377504198,1.412261164845278
0.1,0.7896551724137931,17.763732085092023,4.421120117004129,1.3163438475201974
0.1,0.8568965517241379,13.333318166678874,4.112220745411399,1.2208936581482304
0.1,0.9241379310344827,10.217381393659569,3.8053640598612044,1.1266551454939582
0.1,0.9913793103448276,7.9917051223022595,3.5032363714826427,1.0343833731395613
0.1,1.0586206896551724,6.377652669306246,3.2084796922626775,0.9448144208568569
0.1,1.1258620689655172,5.189813476780097,2.9235827542550825,0.8586351429770493
0.1,1.193103448275862,4.303193092290915,2.6507789039675878,0.7764549659451565
0.1,1.2603448275862068,3.6324230335216683,2.3919604975830566,0.6987824047814047
0.1,1.3275862068965516,3.118439422947243,2.1486174201168495,0.6260084287220417
0.1,1.3948275862068964,2.719851012496883,1.9218041473645362,0.5583979156433432
0.1,1.4620689655172414,2.407282618910408,1.7121360390615068,0.4960893848658481
0.1,1.5293103448275862,2.159626518947762,1.5198120631110255,0.4391022088911866
0.1,1.596551724137931,1.9615303474850634,1.3446585223564345,0.3873497537873082
0.1,1.6637931034482758,1.8016948744591093,1.186186936691369,0.3406564883332954
0.1,1.7310344827586206,1.6717078544185642,1.043659033700406,0.29877704185931325
0.1,1.7982758620689654,1.5652364433376198,0.9161525824225024,0.26141541299303644
0.1,1.8655172413793102,1.4774619484334455,0.802623189841145,0.22824292896364842
0.1,1.9327586206896552,1.404680036539431,0.7019587900475298,0.19891402009889791
0.1,2.0,1.3440150543507536,0.6130250802288684,0.17307931459570322
0.17435897435897435,0.05,1486.9803759317801,7.543941126497699,2.3917160882902517
0.17435897435897435,0.11724137931034483,902.1086354986948,7.3187410622121964,2.306081598359727
0.17435897435897435,0.18448275862068964,555.8819888635358,7.080262363601263,2.2172305594859334
0.17435897435897435,0.2517241379310345,348.228425989029,6.82854364404406,2.1252543276644134
0.17435897435897435,0.3189655172413793,221.96634508989743,6.5638444488591565,2.0303083978010026
0.17435897435897435,0.3862068965517241,144.08656317344193,6.286685237233413,1.9326222935640252
0.17435897435897435,0.45344827586206893,95.32920009032448,5.997884997155366,1.832508502379922
0.17435897435897435,0.5206896551724138,64.33073825020986,5.698592733383022,1.730369393345941
